제조사,모델명,연료,연식,주행거리(km),시세_평균(만원),시세_최저(만원),시세_최고(만원),사고여부
기아,K5 2.0 스마트 기본형,가솔린,201109,133060,471,280,650,X
기아,K3 디럭스,가솔린,201407,109491,984,430,9999,X
기아,더 뉴 K5 2세대 2.0 럭셔리,가솔린,201805,134063,1284,880,1850,X
기아,올 뉴 모닝 (JA) 레이디,가솔린,201703,54530,749,380,1060,X
기아,더 뉴 K3 트렌디 (세부등급 없음),가솔린,201611,127142,796,469,1260,X
기아,쏘렌토 R 디젤 2.2 4WD TLX 최고급형,디젤,201111,158625,798,380,9999,X
기아,뉴 쏘렌토 R 디젤 2.0 2WD 프레스티지,디젤,201408,95460,748,500,990,X
제네시스,EQ900 5.0 GDI AWD 프레스티지,가솔린,201606,270000,1940,1090,2650,X
제네시스,EQ900 3.8 GDI 럭셔리,가솔린,201602,121906,1940,1090,2650,X
제네시스,G70 3.3T 스포츠 엘리트,가솔린,201912,94543,2237,1030,3333,X
제네시스,G90 3.8 럭셔리,가솔린,202112,69695,3641,2280,9999,X
제네시스,GV80 3.0 디젤 2WD,디젤,202202,87376,5279,3790,7399,O
제네시스,G90 3.3 T AWD 프레스티지,가솔린,201811,153000,3641,2280,9999,X
제네시스,G80 3.3 T-GDI AWD 스포츠,가솔린,201702,68426,2294,830,9999,X
제네시스,G70 2.2D 어드밴스드,디젤,201812,240186,2237,1030,3333,X
제네시스,G70 2.0T 슈프림,가솔린,201807,47576,2237,1030,3333,X
제네시스,더 뉴 G70 가솔린 3.3T 4WD (세부등급 없음),가솔린,202104,137274,3275,2350,4290,X
제네시스,G70 2.2D AWD 엘리트,디젤,201812,187558,2237,1030,3333,X
제네시스,GV70 3.5T 가솔린 2WD (세부등급 없음),가솔린,202410,11203,4201,2870,5290,X
제네시스,G80 3.8 GDI AWD 파이니스트,가솔린,201711,185946,2294,830,9999,X
제네시스,G80 (RG3) 가솔린 3.5 터보 AWD 블랙,가솔린,202507,17825,3782,2810,5540,O
제네시스,G70 2.0T AWD 슈프림,가솔린,201801,76202,2237,1030,3333,X
제네시스,GV80 3.5T 가솔린 AWD 블랙,가솔린,202503,14392,5279,3790,7399,X
제네시스,GV80 쿠페 3.5T e-S/C 가솔린 AWD (세부등급 없음),가솔린,202408,19640,7281,5571,8700,X
르노코리아,조에 인텐스,전기,202108,48932,1384,1010,1850,X
르노코리아,조에 젠,전기,202103,35757,1384,1010,1850,O
르노코리아,더 뉴 QM6 퀘스트 2.0 LPe 비즈니스 2WD,LPG(일반인 구입),202409,30257,1935,1240,2850,X
르노코리아,더 뉴 SM6 1.3 TCe RE,가솔린,202205,65588,1773,999,2680,X
르노코리아,SM6 1.5 dCi SE,디젤,201609,95825,784,489,1250,O
르노코리아,SM7 New Art RE35,가솔린,200905,106158,274,155,480,X
르노코리아,SM6 2.0 LPe LE,LPG(일반인 구입),201606,70000,784,489,1250,X
르노코리아,뉴SM5(신형) SE 플러스,가솔린,201003,120000,256,150,420,X
르노코리아,SM6 2.0 LPe RE,LPG(일반인 구입),201804,150680,784,489,1250,X
르노코리아,SM5 SM520LE,가솔린,200301,72450,286,120,589,X
르노코리아,더 뉴 QM6 2.0 GDe LE 2WD,가솔린,202009,93789,1935,1240,2850,X
르노코리아,뉴SM5 LE 블랙,가솔린,200703,68464,215,130,370,O
르노코리아,아르카나 1.6 GTe 아이코닉,가솔린,202504,13149,2459,1990,2904,X
르노코리아,그랑 콜레오스 2.0 에스프리 알핀 4WD,가솔린,202506,7284,3525,748,4040,X
르노코리아,그랑 콜레오스 2.0 에스프리 알핀 2WD,가솔린,202510,4801,3525,748,4040,X
르노코리아,마스터 2.3 밴 L,디젤,202003,19637,2758,1330,3699,X
르노코리아,뉴SM5(신형) LPLI LE,LPG(일반인 구입),201101,171819,256,150,420,O
르노코리아,SM7 노바 RE,가솔린,201512,245971,591,295,1080,X
르노코리아,뉴SM5 플래티넘 디젤 D,디젤,201409,155342,320,170,530,O
르노코리아,SM7 노바 RE35,가솔린,201501,185197,591,295,1080,X
르노코리아,뉴SM5 플래티넘 LE 기본형,가솔린,201301,96265,320,170,530,O
르노코리아,SM5 노바 RE,가솔린,201501,176922,444,190,680,X
르노코리아,All New SM7 RE35,가솔린,201109,212266,347,150,500,X
르노코리아,아르카나 1.6 E-TECH 아이코닉 디자인 패키지,가솔린+전기,202405,43117,2459,1990,2904,O
르노코리아,QM5 디젤 2WD SE 플러스,디젤,200804,282287,293,179,450,X
르노코리아,마스터 2.3 15인승,디젤,202012,65843,2758,1330,3699,X
르노코리아,SM7 노바 LPLI 2.0 LPe 택시렌터카,LPG(일반인 구입),201609,169571,591,295,1080,X
르노코리아,뉴SM5 LPLI 택시형 고급형,LPG(일반인 구입),200608,144121,215,130,370,X
르노코리아,마스터 어린이 보호차 13인승,디젤,202009,44689,2758,1330,3699,X
르노코리아,SM6 1.6 TCe SE,가솔린,201607,69360,784,489,1250,X
르노코리아,SM5 SM520V 플러스,가솔린,200407,116169,286,120,589,X
르노코리아,SM7 RE35 블랙,가솔린,200702,111642,238,199,290,O
르노코리아,SM7 New Art RE,가솔린,201012,154857,274,155,480,X
르노코리아,뉴SM3 SE 블랙,가솔린,201101,87459,273,100,450,O
르노코리아,아르카나 1.6 GTe 에볼루션,가솔린,202405,17425,2459,1990,2904,X
르노코리아,아르카나 1.6 E-TECH 테크노,가솔린+전기,202405,38754,2459,1990,2904,X
르노코리아,뉴SM5 플래티넘 SE 아트,가솔린,201312,81620,320,170,530,X
르노코리아,뉴SM5 플래티넘 PE,가솔린,201405,80274,320,170,530,X
르노코리아,뉴QM3 RE 레드 에디션,디젤,201907,42236,1037,499,8989,X
르노코리아,SM5 LPG,LPG(일반인 구입),200503,115790,286,120,589,X
르노코리아,더 뉴 QM6 퀘스트 2.0 LPe LE 2WD,LPG(일반인 구입),202308,35126,1935,1240,2850,X
르노코리아,SM6 2.0 GDe 프리미에르,가솔린,202003,59487,784,489,1250,X
르노코리아,QM5 네오 디젤 2WD LE,디젤,201511,50096,436,150,690,X
르노코리아,SM5 노바 디젤 D,디젤,201507,172593,444,190,680,X
르노코리아,뉴QM3 LE,디젤,201710,132450,1037,499,8989,X
르노코리아,그랑 콜레오스 2.0 아이코닉 2WD,가솔린,202502,20958,3525,748,4040,X
르노코리아,더 뉴 SM6 2.0 LPe 필,LPG(일반인 구입),202307,59111,1773,999,2680,X
르노코리아,뉴SM5(신형) SE 블랙,가솔린,201110,166371,256,150,420,O
르노코리아,더 뉴 QM6 2.0 GDe SE 2WD,가솔린,202105,86055,1935,1240,2850,X
르노코리아,SM5 뉴 임프레션 SE,가솔린,200711,48474,263,150,450,X
르노코리아,SM7 LE,가솔린,200611,59988,238,199,290,O
르노코리아,SM5 뉴 임프레션 SE 블랙,가솔린,200909,70118,263,150,450,X
르노코리아,SM5 노바 LPLi RE,LPG(일반인 구입),201507,210587,444,190,680,X
르노코리아,뉴SM3 LE 익스클루시브,가솔린,201111,159688,273,100,450,X
르노코리아,클리오 인텐스 파노라믹,디젤,201905,107152,881,619,1150,X
르노코리아,더 뉴 SM6 1.3 TCe 프리미에르,가솔린,202103,74478,1773,999,2680,O
르노코리아,QM5 네오 가솔린 2WD LE,가솔린,201512,102604,436,150,690,X
르노코리아,뉴QM5 가솔린 2WD 2.0 SE,가솔린,201402,93685,396,169,790,X
르노코리아,세닉 테크노,전기,202601,341,3737,3450,4150,X
르노코리아,더 뉴 SM6 1.3 TCe SE,가솔린,202107,112980,1773,999,2680,X
르노코리아,XM3 1.6 GTe 인스파이어,가솔린,202406,22669,1539,1047,2200,X
르노코리아,뉴SM5 플래티넘 디젤 D 스페셜,디젤,201409,147404,320,170,530,X
르노코리아,SM7 노바 LPLI 2.0 LPe,LPG(일반인 구입),201604,150289,591,295,1080,X
르노코리아,더 뉴 SM6 1.3 TCe 필,가솔린,202211,47855,1773,999,2680,X
BMW,3시리즈 (G20) M340i xDrive 투어링 프로,가솔린,202506,7510,3504,2350,8800,O
BMW,5시리즈 (F10) 528i xDrive 럭셔리 플러스,가솔린,201512,173393,1054,340,1910,X
BMW,i3 솔+,전기,201812,20343,2242,449,9999,X
BMW,X5 (F15) xDrive 40d,디젤,201603,97814,3017,1550,9999,X
BMW,5시리즈 (F10) 520d 럭셔리 플러스,디젤,201506,139264,1054,340,1910,O
BMW,X1 (F48) xDrive 25i M 스포츠,가솔린,201905,90311,2608,684,3499,X
BMW,3시리즈 (F30) 328i M 스포츠,가솔린,201608,106698,1482,439,2390,O
BMW,5시리즈 (G30) 530e 럭셔리,가솔린+전기,202010,55407,3658,1850,9999,X
BMW,X7 (G07) xDrive 40d 디자인 퓨어 엑셀런스 6인승,디젤,202204,105272,9530,5999,15200,X
BMW,1시리즈 (F40) 120i 어드밴티지,가솔린,202202,38450,2694,1780,3500,X
BMW,2시리즈 그란쿠페 (F44) 218d 어드밴티지,디젤,202101,61358,2693,2190,3599,O
BMW,X5 (F15) xDrive 40e i퍼포먼스,가솔린+전기,201812,58300,3017,1550,9999,X
BMW,5시리즈 (G30) 520d 럭셔리 스페셜 에디션,디젤,201801,49623,3658,1850,9999,O
BMW,X3 (G01) xDrive 20i M 스포츠 프로,가솔린,202210,76731,4924,2350,9990,X
BMW,M3 (F80) M3 세단 컴페티션,가솔린,201709,107206,5611,3650,10500,X
BMW,3시리즈 (G20) 330i xDrive M 스포츠,가솔린,201910,79967,3504,2350,8800,X
BMW,3시리즈 (G20) M340i xDrive 투어링,가솔린,202104,65851,3504,2350,8800,X
BMW,3시리즈 GT (F34) GT 320d xDrive M 스포츠 프리미엄,디젤,202008,75705,1828,700,4000,X
BMW,M5 (F90) M5 세단,가솔린,202007,82600,8428,4890,12450,X
BMW,5시리즈 GT (F07) GT 30d xDrive,디젤,201608,158826,1247,420,10050,O
BMW,3시리즈 (G20) 330i M 스포츠,가솔린,201910,78500,3504,2350,8800,X
BMW,7시리즈 (F01) 740Li,가솔린,201408,139000,1034,420,1950,O
BMW,7시리즈 (F01) 740Li 인디비주얼,가솔린,201407,162000,1034,420,1950,X
BMW,4시리즈 (F32) 428i M 스포츠 쿠페,가솔린,201502,57261,1742,729,2940,O
BMW,3시리즈 (G20) 330e M 스포츠,가솔린+전기,202201,46156,3504,2350,8800,X
BMW,M3 (G80) M3 투어링 컴페티션 M xDrive,가솔린,202305,60607,9895,6950,14900,X
BMW,X3 (G45) xDrive 20 M 스포츠,가솔린,202507,1600,7194,3555,9740,X
BMW,X7 (G07) xDrive 40i M 스포츠 온라인 익스클루시브 에디션 6인승,가솔린,202208,37669,9530,5999,15200,X
BMW,7시리즈 (G70) 740i xDrive M 스포츠,가솔린,202506,9796,11977,4104,17042,O
BMW,8시리즈 (G15) 840i xDrive M 스포츠 그란쿠페,가솔린,202011,73091,7451,4399,10600,X
BMW,5시리즈 (G30) 523d 럭셔리,디젤,202103,76472,3658,1850,9999,X
BMW,X4 (G02) xDrive20d M 스포츠 온라인 익스클루시브 에디션,디젤,202109,84302,4818,2890,9000,X
BMW,4시리즈 (G22) M440i xDrive 온라인 익스클루시브 쿠페,가솔린,202403,34081,5066,3650,8055,X
BMW,1시리즈 (F40) 118d 스포츠,디젤,202102,49557,2694,1780,3500,X
BMW,2시리즈 그란쿠페 (F44) 220i 스포츠,가솔린,202212,12336,2693,2190,3599,X
BMW,i5 (G60) eDrive 40 M 스포츠,전기,202405,16622,7209,600,10580,X
BMW,7시리즈 (G11) 740i M 스포츠,가솔린,202101,104543,5158,2350,7400,X
BMW,X2 (F39) xDrive20i M 스포츠,가솔린,202208,42015,2817,1950,3890,X
BMW,XM (G09) 4.4,가솔린+전기,202312,53300,14615,12900,20700,O
BMW,X4 (G02) xDrive30d M 스포츠 X,디젤,201901,151905,4818,2890,9000,O
BMW,X4 (G02) xDrive20d M 스포츠 X,디젤,202003,67100,4818,2890,9000,O
BMW,7시리즈 (F01) 740i,가솔린,200909,147816,1034,420,1950,X
BMW,5시리즈 (F10) 525d,디젤,201301,151181,1054,340,1910,X
BMW,7시리즈 (G11) M760Li xDrive,가솔린,201712,122619,5158,2350,7400,X
BMW,X7 (G07) M50i 6인승,가솔린,202010,25534,9530,5999,15200,X
BMW,X4 (F26) M40i,가솔린,201612,61373,1859,799,2999,X
BMW,7시리즈 (F01) 730d xDrive,디젤,201404,146510,1034,420,1950,X
BMW,5시리즈 (G60) 530e M 스포츠,가솔린+전기,202504,22900,7184,3750,9999,O
BMW,3시리즈 (G20) 320d 투어링 M 스포츠,디젤,202210,64922,3504,2350,8800,X
BMW,X5 (G05) xDrive 45e M 스포츠,가솔린+전기,202110,59963,8806,5099,22222,X
BMW,X6 (E71) 50i,가솔린,201110,85560,1208,599,1999,O
BMW,5시리즈 (F10) 520d xDrive 럭셔리 플러스,디젤,201506,147247,1054,340,1910,X
BMW,X4 (F26) xDrive30d M 스포츠,디젤,201410,177812,1859,799,2999,X
BMW,X5 (G05) xDrive 45e xLine,가솔린+전기,202110,38952,8806,5099,22222,X
BMW,X7 (G07) M60i xDrive M 스포츠 6인승,가솔린,202408,9033,9530,5999,15200,O
BMW,4시리즈 (F32) 420i M 스포츠 쿠페,가솔린,201709,127698,1742,729,2940,X
BMW,1시리즈 (F20) 118d 어반 팩1 5도어,디젤,201407,69200,1358,399,2230,X
BMW,X5 (E70) xDrive 30d,디젤,201309,165750,880,480,2400,X
BMW,X4M (G02) 3.0 컴패티션 카본패키지,가솔린,202011,78101,7364,4390,10150,O
BMW,X7 (G07) xDrive 30d 디자인 퓨어 엑셀런스 퍼스트 에디션 7인승,디젤,201905,205458,9530,5999,15200,X
BMW,3시리즈 (F30) 320d 럭셔리,디젤,201507,54748,1482,439,2390,O
BMW,X4 (G02) xDrive 20d M 스포츠 프로,디젤,202210,47092,4818,2890,9000,O
BMW,X1 (U11) xDrive 20i M 스포츠,가솔린,202410,19254,4753,3499,6580,X
BMW,3시리즈 (F30) 320d ED에디션,디젤,201410,140486,1482,439,2390,X
BMW,6시리즈 GT (G32) 620d xDrive 럭셔리,디젤,202307,71929,4854,2399,9999,X
BMW,X3 (F25) xDrive 20d,디젤,201505,95500,1310,350,2330,O
BMW,X4M (G02) 3.0 컴패티션,가솔린,202306,34441,7364,4390,10150,X
BMW,i7 (G70) xDrive 60 디자인 퓨어 엑셀런스,전기,202304,43197,12731,9200,20645,X
BMW,X1 (U11) xDrive 20i xLine,가솔린,202404,17338,4753,3499,6580,O
BMW,4시리즈 (F32) 420i 럭셔리 그란쿠페,가솔린,201604,105048,1742,729,2940,X
BMW,5시리즈 GT (F07) GT 30d,디젤,201209,183102,1247,420,10050,X
BMW,X7 (G07) xDrive 40d M 스포츠 7인승,디젤,202407,33415,9530,5999,15200,X
BMW,1시리즈 (F40) 120i 스포츠,가솔린,202110,10152,2694,1780,3500,X
BMW,X4 (F26) xDrive20d M 스포츠,디젤,201804,110474,1859,799,2999,O
BMW,3시리즈 GT (F34) GT 320d,디젤,201404,153420,1828,700,4000,X
BMW,X1 (F48) xDrive 20i 어드밴티지,가솔린,201911,43020,2608,684,3499,X
BMW,2시리즈 (G42) M240i xDrive 온라인 익스클루시브 쿠페,가솔린,202406,30588,5604,5100,6150,X
BMW,4시리즈 (F32) 430i M 스포츠 쿠페,가솔린,201711,77353,1742,729,2940,X
BMW,4시리즈 (G22) 420i M 스포츠 프로 그란쿠페,가솔린,202502,14706,5066,3650,8055,X
BMW,7시리즈 (E65) 740Li,가솔린,200807,239190,1439,225,9999,O
BMW,6시리즈 (F12) 640d xDrive 그란쿠페,디젤,201310,174589,2121,890,4250,X
BMW,X5 (E70) xDrive 30si,가솔린,200806,222882,880,480,2400,X
BMW,X5 (E53) 3.0i,가솔린,200507,151344,645,260,1599,X
BMW,5시리즈 (E60) 520d 세단,디젤,200907,153192,580,230,1050,O
BMW,7시리즈 (E65) 730Li,가솔린,200607,233909,1439,225,9999,X
BMW,7시리즈 (F01) 730d,디젤,201112,280941,1034,420,1950,X
BMW,5시리즈 (G30) 520d M 스포츠 스페셜 에디션,디젤,201712,176729,3658,1850,9999,X
BMW,X5 (F15) xDrive 30d M 스포츠,디젤,201803,89697,3017,1550,9999,X
BMW,1시리즈 (F40) 118d 조이,디젤,202103,36255,2694,1780,3500,X
BMW,4시리즈 (F32) 420i 그란쿠페 스페셜 에디션,가솔린,201910,64294,1742,729,2940,X
BMW,5시리즈 (G30) 540i xDrive M 스포츠 플러스,가솔린,201812,96414,3658,1850,9999,X
BMW,3시리즈 (G20) 320i 투어링,가솔린,202403,13691,3504,2350,8800,X
BMW,5시리즈 (G30) 530d M 스포츠,디젤,201807,134018,3658,1850,9999,X
BMW,5시리즈 (G60) 530e xDrive M 스포츠,가솔린+전기,202504,5800,7184,3750,9999,X
BMW,X5M (F15) 4.4,가솔린,201606,210838,3768,2860,4300,X
BMW,5시리즈 (G30) 540i xDrive M 스포츠,가솔린,202101,94593,3658,1850,9999,X
BMW,3시리즈 (F30) 320d M 퍼포먼스 에디션,디젤,201507,150882,1482,439,2390,X
BMW,6시리즈 (E63) 650i 컨버터블,가솔린,200601,156248,1549,915,3150,X
BMW,5시리즈 (E60) 528i 세단 SE,가솔린,200906,117302,580,230,1050,X
BMW,X6 (E71) M50d,디젤,201404,249200,1208,599,1999,X
BMW,7시리즈 (E65) 760Li,가솔린,200412,114846,1439,225,9999,X
BMW,5시리즈 GT (F07) GT 익스클루시브,가솔린,201006,108288,1247,420,10050,X
BMW,X1 (E84) xDrive 18d,디젤,201007,193847,646,310,1490,X
BMW,3시리즈 (F30) 328i,가솔린,201212,143571,1482,439,2390,O
BMW,4시리즈 (G22) 420d 퍼스트 에디션 그란쿠페,디젤,202112,66666,5066,3650,8055,O
BMW,X7 (G07) xDrive 30d 디자인 퓨어 엑셀런스 6인승,디젤,202008,106464,9530,5999,15200,X
BMW,5시리즈 (G60) 520i 스페셜 에디션,가솔린,202411,8198,7184,3750,9999,X
BMW,M4 (G82) M4 컨버터블 컴페티션 M xDrive,가솔린,202507,12500,10707,1386,24000,X
BMW,X5 (G05) M50i,가솔린,202101,67115,8806,5099,22222,X
BMW,M4 (G82) M4 CS xDrive,가솔린,202508,2861,10707,1386,24000,O
BMW,3시리즈 (G20) 330e,가솔린+전기,202007,105478,3504,2350,8800,O
BMW,2시리즈 액티브 투어러 (F45) 럭셔리,디젤,201506,62086,1309,649,2040,O
BMW,M4 (G82) M4 컴페티션 M xDrive,가솔린,202408,24311,10707,1386,24000,X
BMW,M 쿠페/로드스터 (E85) M 쿠페,가솔린,200610,81906,3995,3000,4990,X
BMW,X5 (F15) xDrive M50d,디젤,201512,139751,3017,1550,9999,O
BMW,7시리즈 (G11) 730Ld xDrive 디자인 퓨어 엑셀런스,디젤,202106,105205,5158,2350,7400,X
BMW,3시리즈 (F30) 320d 스포츠,디젤,201502,94685,1482,439,2390,X
BMW,M2 (F87) M2 컴페티션,가솔린,201912,68516,4757,2899,6550,X
BMW,5시리즈 (G60) 520i,가솔린,202310,19967,7184,3750,9999,X
BMW,X3 (F25) xDrive 30d 하이,디젤,201401,135000,1310,350,2330,O
BMW,1시리즈 (F40) M135i xDrive,가솔린,202204,29759,2694,1780,3500,X
BMW,3시리즈 (G20) 320d xDrive,디젤,202307,44231,3504,2350,8800,X
BMW,X4 (G02) xDrive M40d,디젤,201905,115861,4818,2890,9000,X
BMW,7시리즈 (G11) 740Li xDrive,가솔린,201609,99320,5158,2350,7400,X
벤츠,CLS-클래스 W218 CLS400,가솔린,201505,118223,1857,730,4500,X
벤츠,CLS-클래스 C257 CLS300d AMG Line,디젤,202005,74530,4828,3199,6400,O
벤츠,CLA-클래스 C117 CLA200 CDI,디젤,201406,95511,1525,890,2650,X
벤츠,GLA-클래스 X156 GLA220 프리미엄,가솔린,201711,112519,1734,860,2400,O
벤츠,CLA-클래스 C117 CLA220 AMG Line,가솔린,201807,99810,1525,890,2650,X
벤츠,S-클래스 W222 S350L,가솔린,201901,120053,4414,1850,12980,X
벤츠,C-클래스 W206 C300 4MATIC 아방가르드,가솔린,202402,10430,5419,3650,22222,X
벤츠,E-클래스 W214 E450 4MATIC 익스클루시브,가솔린,202407,1388,6517,3360,11300,X
벤츠,C-클래스 W204 C220 CDI,디젤,201404,114837,716,370,2090,X
벤츠,스프린터 3.0 디젤 W906,디젤,201810,65248,7654,1530,18000,O
벤츠,AMG GT 4도어 43 4MATIC+ 스페셜 에디션,가솔린,202204,50192,8089,80,12500,X
벤츠,C-클래스 W205 C200,가솔린,201803,28067,2945,1199,7777,X
벤츠,G-클래스 W465 G450d,디젤,202603,514,24453,11831,99999,X
벤츠,GLC-클래스 X254 AMG GLC43 4MATIC,가솔린,202407,27439,7217,4996,9250,X
벤츠,G-클래스 W463b G400d,디젤,202405,22000,18545,2825,27777,X
벤츠,S-클래스 W222 S560eL,가솔린+전기,202005,34800,4414,1850,12980,X
벤츠,E-클래스 W213 E300 4MATIC 아방가르드,가솔린,201905,101940,3363,1680,9999,X
벤츠,E-클래스 W213 E300 익스클루시브 스탠다드,가솔린,201710,131748,3363,1680,9999,X
벤츠,A-클래스 W177 AMG A45 4MATIC+ 해치백,가솔린,202107,58451,2765,1800,4590,O
벤츠,S-클래스 W221 S350L,가솔린,201012,122746,931,350,2930,X
벤츠,E-클래스 W213 E300 4MATIC 아방가르드 인텔리전트 드라이브,가솔린,201705,67423,3363,1680,9999,O
벤츠,AMG GT C192 AMG GT55 4MATIC+,가솔린,202506,2917,20893,17590,29000,O
벤츠,C-클래스 W205 C220 d 4MATIC,디젤,201512,131367,2945,1199,7777,O
벤츠,CLE-클래스 C236 CLE450 4MATIC 카브리올레,가솔린,202407,10000,7391,4652,10870,X
벤츠,CLA-클래스 C118 AMG CLA 45 S 4MATIC+,가솔린,202304,74507,4555,2850,7777,X
벤츠,B-클래스 W246 B200 CDI 블루이피션시,디젤,201303,171686,911,350,1750,X
벤츠,E-클래스 W214 E350e 4MATIC,가솔린+전기,202508,3481,6517,3360,11300,X
벤츠,G-클래스 W465 G450d 매뉴팩처,디젤,202509,9979,24453,11831,99999,O
벤츠,GLC-클래스 X253 GLC350e 4MATIC AMG Line,가솔린+전기,201812,72096,4083,1990,9999,X
벤츠,SL-클래스 R232 AMG SL63 4MATIC+ 퍼포먼스,가솔린,202312,9545,16179,13700,19900,X
벤츠,GLA-클래스 H247 GLA45 AMG 4MATIC+,가솔린,202212,32220,3799,2450,9999,O
벤츠,CLS-클래스 W218 CLS350,가솔린,201304,95666,1857,730,4500,O
벤츠,E-클래스 W213 E450 4MATIC 카브리올레,가솔린,201907,52745,3363,1680,9999,X
벤츠,S-클래스 W222 S550L 4MATIC,가솔린,201412,131872,4414,1850,12980,X
벤츠,S-클래스 W223 S450L 4MATIC,가솔린,202206,75198,10894,6390,18990,X
벤츠,C-클래스 W205 C63 AMG,가솔린,201711,46492,2945,1199,7777,X
벤츠,S-클래스 W222 S450L,가솔린,201804,76350,4414,1850,12980,O
벤츠,GLC-클래스 X253 GLC300 4MATIC 프리미엄,가솔린,202003,65104,4083,1990,9999,X
벤츠,GLK-클래스 X204 GLK220 CDI 프리미엄,디젤,201402,172124,1130,399,2200,X
벤츠,E-클래스 W212 E300 아방가르드 스포츠 패키지,가솔린,201211,127257,1035,390,1950,X
벤츠,G-클래스 W463b AMG G63 에디션,가솔린,202109,55026,18545,2825,27777,X
벤츠,S-클래스 W222 S63 AMG 4MATIC,가솔린,201402,165255,4414,1850,12980,X
벤츠,GLA-클래스 X156 GLA220,가솔린,201709,42234,1734,860,2400,X
벤츠,GLC-클래스 X253 GLC220 d 4MATIC 쿠페,디젤,201709,86473,4083,1990,9999,X
벤츠,CLS-클래스 W218 CLS400 AMG Line,가솔린,201706,130971,1857,730,4500,X
벤츠,GLE-클래스 W167 AMG GLE53 4MATIC+ 쿠페,가솔린,202203,101735,7546,4590,11290,X
벤츠,CLS-클래스 W219 CLS500,가솔린,200512,89429,842,195,2900,X
벤츠,E-클래스 W211 E280 엘레강스,가솔린,200904,108218,772,260,2900,X
벤츠,S-클래스 W222 S500L 에디션1,가솔린,201311,164717,4414,1850,12980,X
벤츠,뉴 SL-클래스 SL63 AMG R230,가솔린,200903,61460,4086,1500,5700,O
벤츠,G-클래스 W463b AMG G63,가솔린,202101,27420,18545,2825,27777,X
벤츠,S-클래스 W222 S350 블루텍,디젤,201401,183580,4414,1850,12980,X
벤츠,B-클래스 W246 B200 CDI,디젤,201512,148209,911,350,1750,X
벤츠,C-클래스 W204 C220 CDI 아방가르드,디젤,201112,57100,716,370,2090,O
벤츠,S-클래스 W221 S350,가솔린,200612,124055,931,350,2930,X
벤츠,S-클래스 W221 S500L,가솔린,200804,163873,931,350,2930,X
벤츠,S-클래스 W221 S550,가솔린,200808,160000,931,350,2930,X
벤츠,CLS-클래스 W219 CLS350,가솔린,200805,170000,842,195,2900,X
벤츠,E-클래스 W212 E200 CGI,가솔린,201112,94640,1035,390,1950,X
벤츠,E-클래스 W212 E220 블루텍 아방가르드 스포츠,디젤,201503,192895,1035,390,1950,X
벤츠,S-클래스 W222 S400L,가솔린,201506,204238,4414,1850,12980,X
벤츠,GLE-클래스 W166 AMG GLE63 4MATIC,가솔린,201612,129786,3504,1780,5679,O
벤츠,EQE V295 EQE53 AMG 4MATIC+,전기,202312,48506,5912,4750,9999,O
벤츠,EQS V297 EQS350,전기,202208,80900,7780,5750,11600,X
벤츠,S-클래스 W223 마이바흐 S680 4MATIC,가솔린,202311,53135,10894,6390,18990,X
벤츠,S-클래스 W223 S450 4MATIC,가솔린,202512,725,10894,6390,18990,X
벤츠,SLC-클래스 R172 AMG SLC43,가솔린,201612,78154,3079,2390,3899,X
벤츠,E-클래스 W214 E450 4MATIC AMG Line,가솔린,202510,3258,6517,3360,11300,X
벤츠,GLA-클래스 X156 GLA200 d,디젤,201702,140790,1734,860,2400,O
벤츠,GLB-클래스 X247 AMG GLB35 4MATIC,가솔린,202307,13992,3869,2399,6250,O
벤츠,M-클래스 W164 ML280 CDI,디젤,200711,302807,739,370,1350,X
벤츠,S-클래스 W221 S350 블루텍,디젤,201209,260311,931,350,2930,X
벤츠,E-클래스 W213 E300 4MATIC 익스클루시브 스탠다드,가솔린,201709,49865,3363,1680,9999,X
벤츠,C-클래스 W205 C200 4MATIC 익스클루시브,가솔린,201804,65844,2945,1199,7777,X
벤츠,C-클래스 W204 C200 CGI,가솔린,201006,131493,716,370,2090,O
벤츠,C-클래스 W205 C220 d 4MATIC 쿠페,디젤,201905,134446,2945,1199,7777,X
벤츠,B-클래스 W246 B220,가솔린,201803,113036,911,350,1750,X
벤츠,GLC-클래스 X253 GLC220 d 4MATIC 프리미엄 쿠페,디젤,201712,42016,4083,1990,9999,X
벤츠,GLB-클래스 X247 GLB200 d,디젤,202208,39317,3869,2399,6250,X
벤츠,AMG GT 4도어 63 S 4MATIC+,가솔린,202102,89824,8089,80,12500,X
벤츠,GLA-클래스 X156 GLA200 d 4MATIC,디젤,201612,80974,1734,860,2400,X
벤츠,E-클래스 W213 E400 4MATIC 익스클루시브,가솔린,201702,115505,3363,1680,9999,O
벤츠,S-클래스 W222 마이바흐 S600,가솔린,201609,132380,4414,1850,12980,X
벤츠,GLE-클래스 W166 GLE250 d 4MATIC,디젤,201601,233430,3504,1780,5679,O
벤츠,S-클래스 W221 S550V,가솔린,200710,88731,931,350,2930,O
벤츠,C-클래스 W205 C220 블루텍 익스클루시브,디젤,201410,95063,2945,1199,7777,X
벤츠,EQE SUV X294 EQE500 4MATIC,전기,202412,9900,7735,5851,9460,X
벤츠,GLE-클래스 W166 GLE350 d 4MATIC 프리미엄,디젤,201803,100328,3504,1780,5679,X
벤츠,뉴 SL-클래스 SL400 R231,가솔린,201701,123346,4086,1500,5700,X
