제조사,모델명,연료,연식,주행거리(km),시세_평균(만원),시세_최저(만원),시세_최고(만원),사고여부
현대,더 뉴 싼타페 HEV 1.6 2WD 프레스티지,가솔린+전기,202110,85540,3313,1730,9999,X
현대,그랜드 스타렉스 12인승 왜건 CVX 럭셔리,디젤,201502,142943,1211,499,9998,X
현대,싼타페 (MX5) 가솔린 2.5T 4WD 캘리그래피,가솔린,202310,29869,3808,2970,4590,X
현대,쏘나타 하이브리드 (DN8) 인스퍼레이션,가솔린+전기,201909,103357,2301,1380,9999,X
현대,팰리세이드 (LX3) HEV 2.5T 2WD 9인승 캘리그래피,가솔린+전기,202506,7361,5921,3389,7777,X
현대,투싼 (NX4) 디젤 2.0 4WD 프리미엄,디젤,202203,125088,2645,1700,9999,X
현대,더 뉴 싼타페 디젤 2.2 4WD 프레스티지 초이스,디젤,202303,64462,3313,1730,9999,X
현대,쏘나타 하이브리드 (DN8) 프리미엄 패밀리,가솔린+전기,202002,94740,2301,1380,9999,X
현대,쏘나타 하이브리드 (DN8) 모던,가솔린+전기,202112,49014,2301,1380,9999,X
현대,쏘나타 디 엣지(DN8) 2.0 LPG(영업용) 모빌리티,LPG(일반인 구입),202501,42691,2673,1230,4440,X
현대,싼타페 TM 디젤 2.2 2WD 익스클루시브,디젤,201903,32135,2250,1550,9999,X
현대,코나 1.6 터보 2WD 모던 아트,가솔린,201807,89019,1393,959,1800,X
현대,쏘나타 뉴 라이즈 LPI 스타일,LPG(일반인 구입),201704,75637,1104,530,1590,X
현대,싼타페 TM 가솔린 2.0T 2WD 익스클루시브 스페셜,가솔린,201901,143483,2250,1550,9999,X
현대,스타리아 L3.5 카고 3인승 모던,LPG(일반인 구입),202504,39657,3140,1760,5190,O
현대,쏘나타 (DN8) 2.0 LPG(렌터카용) 스마트,LPG(일반인 구입),202003,116589,1875,1190,9999,X
현대,아반떼 AD 1.6 터보 스포츠 오리지널,가솔린,201804,95657,946,650,1900,O
현대,더 뉴 싼타페 HEV 1.6 4WD 캘리그래피,가솔린+전기,202211,61107,3313,1730,9999,X
현대,더 뉴 그랜저 IG 2.5 캘리그래피,가솔린,201912,88340,2345,1590,3190,X
현대,쏘나타 (DN8) 1.6 터보 프리미엄 플러스,가솔린,202203,101982,1875,1190,9999,X
현대,그랜저 (GN7) 2.5 가솔린 2WD 캘리그래피,가솔린,202512,3545,3143,363,4480,O
현대,더 뉴 맥스크루즈 가솔린 3.3 4WD 파이니스트 에디션,가솔린,201711,136971,1851,1099,9999,X
현대,더 뉴 싼타페 가솔린 2.5T 4WD 프레스티지,가솔린,202104,61670,3313,1730,9999,X
현대,더 뉴 그랜드 스타렉스 4WD 캠핑카,디젤,201905,43977,1914,1090,9999,X
현대,그랜저 (GN7) 3.5 가솔린 2WD 익스클루시브,가솔린,202304,55840,3143,363,4480,X
현대,더 뉴 그랜저 IG 3.0 LPi (렌터카용) 모던,LPG(일반인 구입),202108,80945,2345,1590,3190,X
현대,팰리세이드 가솔린 3.8 2WD 프레스티지,가솔린,202001,125809,2912,2039,3799,X
현대,그랜저 HG HG300 노블,가솔린,201201,298118,661,360,1250,X
현대,쏘나타 뉴 라이즈 하이브리드 프리미엄 (세부등급 없음),가솔린+전기,201809,97230,1206,750,1690,O
현대,아이오닉 하이브리드 N (세부등급 없음),가솔린+전기,201607,124043,1079,589,1950,O
현대,아반떼 (CN7) 1.6 터보 N Line 인스퍼레이션,가솔린,202011,51880,1826,1230,2440,X
현대,LF 쏘나타 하이브리드 2.0 HEV 모던,가솔린+전기,201510,173388,1158,520,9990,O
현대,올 뉴 투싼 가솔린 1.6 터보 2WD 프리미엄,가솔린,201904,113220,1348,729,2222,O
현대,더 뉴 코나 가솔린 1.6 터보 2WD 스마트,가솔린,202106,75343,2021,1299,3690,X
현대,그랜저 HG LPG HG300 프리미엄,LPG(일반인 구입),201405,151993,661,360,1250,X
현대,그랜저 하이브리드 (GN7) 프리미엄,가솔린+전기,202302,84761,3881,1536,9999,X
현대,그랜저 IG 하이브리드 익스클루시브 (세부등급 없음),가솔린+전기,201805,86659,1835,1190,2599,O
현대,그랜저 HG LPG HG300 모던,LPG(일반인 구입),201506,171487,661,360,1250,X
현대,아반떼 하이브리드 (CN7) 스마트,가솔린+전기,202106,113670,1891,1170,9999,X
현대,그랜저 HG HG300 프리미엄,가솔린,201304,178340,661,360,1250,O
현대,올 뉴 투싼 디젤 1.6 2WD 스마트,디젤,202003,63615,1348,729,2222,X
현대,더 뉴 그랜저 IG 3.0 LPi (택시형) 모범형,LPG(일반인 구입),202208,154516,2345,1590,3190,X
현대,LF 쏘나타 2.0 스마트 (세부등급 없음),가솔린,201606,105174,1031,460,7777,O
현대,더 뉴 그랜드 스타렉스 어반 9인승 익스클루시브,디젤,201806,157931,1914,1090,9999,O
현대,그랜저 하이브리드 (GN7) 익스클루시브,가솔린+전기,202303,78234,3881,1536,9999,O
현대,더 뉴 i40 2.0 GDi 디 스펙,가솔린,201503,145376,1452,550,9999,X
현대,더 뉴 코나 하이브리드 모던,가솔린+전기,202110,162903,2044,1280,7777,X
현대,제네시스 DH 3.8 수출형,가솔린,201612,155815,1169,650,2190,X
현대,싼타페 TM 디젤 2.0 2WD 프리미엄,디젤,201908,64457,2250,1550,9999,O
현대,제네시스 BH330 그랜드 기본형,가솔린,200807,202296,556,260,1350,X
현대,싼타페 TM 가솔린 2.0T 2WD 프리미엄,가솔린,201902,118374,2250,1550,9999,X
현대,투싼 하이브리드 (NX4) 인스퍼레이션 2WD,가솔린+전기,202205,99025,2570,1790,3290,X
현대,벨로스터 (JS) 2.0 N,가솔린,201808,108909,1593,799,2110,X
현대,더 뉴 그랜저 IG 하이브리드 프리미엄,가솔린+전기,202204,88252,2487,1640,3220,X
현대,LF 쏘나타 하이브리드 2.0 HEV 모던 스페셜,가솔린+전기,201607,12210,1158,520,9990,O
현대,LF 쏘나타 LPI 모던,LPG(일반인 구입),201405,262875,1031,460,7777,X
기아,더 K9 3.8 GDI AWD 그랜드 플래티넘,가솔린,202008,147523,2918,1620,9999,X
기아,쏘렌토 R 디젤 2.0 2WD TLX 프리미엄,디젤,201105,122265,756,360,9999,X
기아,더 뉴 쏘렌토 4세대 HEV 1.6 2WD 그래비티,가솔린+전기,202311,8824,4456,1120,9999,X
기아,쏘렌토 4세대 HEV 1.6 4WD 그래비티,가솔린+전기,202210,42521,2862,1967,3890,X
기아,스포티지 5세대 디젤 2.0 2WD 노블레스 그래비티,디젤,202110,97690,2620,1839,3290,X
기아,K8 하이브리드 노블레스,가솔린+전기,202107,148643,2849,1850,9999,X
기아,더 뉴 니로 1.6 HEV 프레스티지,가솔린+전기,202009,16901,1879,1370,2320,X
기아,쏘렌토 4세대 디젤 2.2 2WD 시그니처,디젤,202012,162702,2862,1967,3890,X
기아,스포티지 더 볼드 가솔린 2.0 2WD 프레스티지,가솔린,201809,25094,1825,950,9999,X
기아,스포티지 4세대 디젤 2.0 4WD 노블레스 (세부등급 없음),디젤,201510,130846,1810,790,9999,X
기아,더 뉴 스포티지 5세대 가솔린 1.6 터보 2WD 시그니처 X Line,가솔린,202502,7396,3743,407,9999,X
기아,더 뉴 카니발 7인승 리무진 VIP,디젤,201908,138780,2088,1090,9999,X
기아,스포티지 5세대 가솔린 1.6 터보 2WD 프레스티지,가솔린,202203,73653,2620,1839,3290,X
기아,더 뉴 셀토스 가솔린 1.6 터보 4WD 그래비티,가솔린,202412,24850,2992,1518,9999,X
기아,더 뉴 쏘렌토 4세대 디젤 2.2 4WD 시그니처,디젤,202501,14516,4456,1120,9999,O
기아,더 뉴 K5 3세대 1.6 터보 시그니처,가솔린,202408,6135,3072,1670,4450,X
기아,K5 2세대 1.7 디젤 SX 프레스티지,디젤,201703,143476,925,590,1500,X
기아,K3 프레스티지,가솔린,201511,142236,761,340,9999,O
기아,더 뉴 카니발 4세대 9인승 시그니처,디젤,202405,47369,4268,2960,9001,O
기아,더 뉴 카니발 가솔린 7인승 하이리무진 프레지던트,가솔린,201811,128330,2088,1090,9999,X
기아,카니발 4세대 가솔린 7인승 아웃도어 노블레스,가솔린,202208,53900,3157,1930,9999,X
기아,모하비 더 마스터 디젤 3.0 4WD 6인승 마스터즈 그래비티,디젤,202110,167295,3912,46,9999,X
기아,쏘렌토 4세대 HEV 1.6 4WD 프레스티지,가솔린+전기,202012,116157,2862,1967,3890,X
기아,스포티지 5세대 디젤 2.0 4WD 트렌디,디젤,202108,58220,2620,1839,3290,O
기아,레이 디럭스 스페셜,가솔린,201207,127231,818,300,9999,X
기아,더 뉴 레이 트렌디,가솔린,201904,178209,1218,450,9999,X
기아,레이 프레스티지,가솔린,201203,93620,818,300,9999,X
기아,더 뉴 레이 프레스티지,가솔린,202007,34880,1218,450,9999,X
기아,더 뉴 레이 럭셔리,가솔린,201805,50176,1218,450,9999,X
기아,더 뉴 모닝 디럭스,가솔린,201506,126085,558,240,790,X
기아,올 뉴 쏘렌토 디젤 2.0 2WD 노블레스,디젤,201503,117869,1247,790,1600,X
기아,K5 하이브리드 3세대 노블레스,가솔린+전기,202104,79771,2163,480,3120,O
기아,올 뉴 모닝 (JA) 밴 고급형,가솔린,202001,38269,824,470,1040,O
기아,더 뉴 기아 레이 프레스티지,가솔린,202305,21662,1542,324,1999,O
기아,더 뉴 레이 밴 프레스티지,가솔린,202201,62027,1218,450,9999,O
기아,올 뉴 K3 스탠다드,가솔린,202010,107226,1288,750,1800,X
기아,더 뉴 카니발 4세대 가솔린 7인승 그래비티,가솔린,202403,20576,4268,2960,9001,X
기아,K5 3세대 2.0 LPI 프레스티지,LPG(일반인 구입),202003,68345,2102,1400,9999,X
기아,셀토스 가솔린 1.6 터보 2WD 그래비티,가솔린,202104,100659,1847,1120,3333,X
기아,더 뉴 K5 하이브리드 3세대 프레스티지,가솔린+전기,202401,85413,3180,2292,9258,X
기아,더 뉴 K3 2세대 1.6 트렌디,가솔린,202302,19487,2222,1189,9999,X
기아,올 뉴 모닝 디럭스,가솔린,201405,57952,448,200,630,X
기아,니로 프레스티지,가솔린+전기,201703,165753,1267,729,1850,X
기아,더 뉴 스포티지 5세대 하이브리드 HEV 1.6 2WD 시그니처 X Line,가솔린+전기,202508,17928,3710,1386,5240,X
기아,더 뉴 레이 스탠다드,가솔린,202111,40654,1218,450,9999,X
기아,더 뉴 K8 2.5 가솔린 2WD 노블레스,가솔린,202501,23440,3588,34,4690,O
기아,더 뉴 카니발 4세대 가솔린 9인승 노블레스,가솔린,202506,14433,4268,2960,9001,X
기아,더 뉴 레이 시그니처,가솔린,202110,64608,1218,450,9999,X
기아,더 뉴 스포티지 5세대 가솔린 1.6 터보 2WD 시그니처,가솔린,202412,14372,3743,407,9999,X
기아,더 뉴 레이 밴 럭셔리 스페셜,가솔린,202003,119994,1218,450,9999,X
기아,더 뉴 모닝 (JA) 프레스티지,가솔린,202310,21526,1793,288,9999,X
기아,스포티지 5세대 하이브리드 노블레스 그래비티 2WD,가솔린+전기,202409,8065,2918,2200,3590,O
기아,K7 프리미어 3.0 GDI 시그니처,가솔린,201910,108709,1952,1290,2350,X
기아,쏘렌토 4세대 가솔린 2.5T 2WD 트렌디,가솔린,202206,92598,2862,1967,3890,X
기아,스포티지 4세대 디젤 1.7 2WD 노블레스 스페셜,디젤,201610,115292,1810,790,9999,X
기아,스포티지 5세대 가솔린 1.6 터보 4WD 노블레스 그래비티,가솔린,202111,60694,2620,1839,3290,X
기아,더 K9 3.3 T-GDI AWD 마스터즈 Ⅲ,가솔린,201812,91281,2918,1620,9999,O
기아,쏘렌토 4세대 가솔린 2.5T 2WD 그래비티,가솔린,202101,60650,2862,1967,3890,X
기아,더 뉴 쏘렌토 4세대 가솔린 2.5T 4WD 시그니처,가솔린,202312,26947,4456,1120,9999,X
기아,더 뉴 K8 하이브리드 노블레스,가솔린+전기,202411,11414,3843,88,5000,O
기아,더 뉴 K5 2세대 2.0 LPI 렌터카용 럭셔리,LPG(일반인 구입),201809,159449,1276,790,3333,X
기아,K3 트렌디,가솔린,201401,111292,761,340,9999,X
기아,K7 VG270 럭셔리 프리미엄,가솔린,201005,105170,419,269,690,X
기아,더 뉴 스포티지 5세대 가솔린 1.6 터보 2WD 프레스티지,가솔린,202510,654,3743,407,9999,X
기아,카니발 4세대 가솔린 9인승 프레스티지,가솔린,202211,18334,3157,1930,9999,X
기아,더 프레스티지 K7 3.0 GDI 노블레스,가솔린,201104,95411,474,310,699,X
기아,K5 2.0 럭셔리,가솔린,201012,126380,469,290,699,O
기아,모닝 어반 (JA) 베스트 셀렉션,가솔린,202205,13822,1147,660,1780,X
기아,K8 하이브리드 노블레스 라이트,가솔린+전기,202111,75009,2849,1850,9999,X
기아,뉴카렌스 LPI 2.0 GX 최고급형,LPG(일반인 구입),200804,109152,356,160,719,X
기아,K8 3.5 LPG 2WD 트렌디(렌터카),LPG(일반인 구입),202209,14170,2573,1680,5000,X
기아,K5 하이브리드 3세대 프레스티지,가솔린+전기,202112,125931,2163,480,3120,X
기아,올 뉴 K3 럭셔리,가솔린,201805,60736,1288,750,1800,X
기아,더 뉴 K5 프레스티지,가솔린,201307,128514,628,329,990,X
기아,K8 2.5 가솔린 2WD 노블레스 라이트,가솔린,202204,90492,2573,1680,5000,X
기아,셀토스 디젤 1.6 2WD 노블레스,디젤,201909,155452,1847,1120,3333,X
BMW,3시리즈 (G20) 320d 투어링,디젤,202011,53923,3362,2330,5690,X
BMW,5시리즈 (F10) 520d M 에어로 다이나믹,디젤,201605,125878,1104,450,3333,X
BMW,7시리즈 (G11) 730Ld xDrive,디젤,201612,149418,4638,1959,7590,X
BMW,5시리즈 (G60) 530i xDrive,가솔린,202401,26430,6854,3650,9999,X
BMW,3시리즈 (G20) 320i 투어링 M 스포츠,가솔린,202204,76092,3362,2330,5690,X
BMW,4시리즈 (G22) 420i M 스포츠 쿠페,가솔린,202307,28327,5128,3100,9908,O
BMW,M4 (F82) M4 컨버터블 페인트워크 에디션,가솔린,201707,113665,5204,2849,17500,X
BMW,3시리즈 (F30) 320d M 스포츠 쉐도우,디젤,201812,65955,1454,590,2240,O
BMW,5시리즈 (G30) 520d M 스포츠 플러스,디젤,201712,84813,3465,1650,5250,X
BMW,X7 (G07) xDrive 40i 디자인 퓨어 엑셀런스 6인승,가솔린,202303,59930,9185,3400,15400,X
BMW,X6 (F16) M50d,디젤,201706,143106,2961,1550,9999,X
BMW,5시리즈 (F10) 528i,가솔린,201110,166270,1104,450,3333,X
BMW,i4 M50,전기,202312,15839,5053,3889,6500,X
BMW,X4 (G02) xDrive20i xLine,가솔린,202206,58577,5108,3250,8190,X
BMW,6시리즈 GT (G32) 630i xDrive M 스포츠,가솔린,202311,33921,4633,2349,6880,X
BMW,X4 (G02) xDrive20d M 스포츠,디젤,202303,40272,5108,3250,8190,O
BMW,3시리즈 (F30) 330i M 스포츠 쉐도우,가솔린,201812,85465,1454,590,2240,X
BMW,X6M (G06) 4.4 컴페티션,가솔린,202208,44375,16128,128,99999,X
BMW,X5M (G05) 4.4 컴페티션,가솔린,202305,62436,9761,1550,15300,X
BMW,3시리즈 (F30) 330i M 스포츠,가솔린,201709,44062,1454,590,2240,X
BMW,Z4 (G29) sDrive20i 스포츠,가솔린,202210,24414,4627,2820,8000,X
BMW,X7 (G07) xDrive 40i M 스포츠 7인승,가솔린,202306,31010,9185,3400,15400,X
BMW,7시리즈 (G11) 745e i퍼포먼스 M 스포츠,가솔린+전기,202006,79026,4638,1959,7590,X
BMW,6시리즈 GT (G32) 640i xDrive M 스포츠,가솔린,202210,44072,4633,2349,6880,X
BMW,6시리즈 (F12) 650i 컨버터블,가솔린,201112,88709,2122,890,4250,X
BMW,X3M (G01) 3.0 컴페티션,가솔린,202011,59810,7071,5060,9700,O
BMW,X7 (G07) xDrive 40d 디자인 퓨어 엑셀런스 7인승,디젤,202206,36982,9185,3400,15400,X
BMW,X5 (G05) xDrive 40d M 스포츠 온라인 익스클루시브 에디션,디젤,202304,39910,7516,5099,13344,X
BMW,2시리즈 그란쿠페 (F44) 220i M 스포츠,가솔린,202208,43003,2786,2199,3430,X
BMW,3시리즈 (G20) 320i 럭셔리,가솔린,202101,100080,3362,2330,5690,X
BMW,X4 (G02) xDrive20d xLine,디젤,202102,31199,5108,3250,8190,X
BMW,3시리즈 (F30) 320d M 스포츠,디젤,201801,81182,1454,590,2240,X
BMW,3시리즈 GT (F34) GT 320d xDrive,디젤,201706,67308,1926,700,8989,X
BMW,X4 (G02) xDrive M40i 온라인 익스클루시브 에디션,가솔린,202109,75482,5108,3250,8190,X
BMW,5시리즈 (G60) 520i M 스포츠,가솔린,202505,2506,6854,3650,9999,X
BMW,7시리즈 (G11) 730d xDrive,디젤,201604,190224,4638,1959,7590,X
BMW,5시리즈 GT (F07) GT,가솔린,201101,175798,1123,449,2030,X
BMW,Z4 (G29) M40i,가솔린,202004,72610,4627,2820,8000,O
BMW,7시리즈 (G70) 740d xDrive M 스포츠,디젤,202503,17546,11420,7351,15500,O
BMW,3시리즈 (F30) 320i M 스포츠 쉐도우,가솔린,201812,89031,1454,590,2240,O
BMW,X1 (E84) xDrive 20d,디젤,201212,169492,646,310,1490,X
BMW,4시리즈 (F32) 420d 럭셔리 그란쿠페,디젤,201512,156716,1934,759,2890,X
BMW,3시리즈 (E90) 328i 세단,가솔린,200710,159746,658,240,1350,X
BMW,X7 (G07) xDrive 30d 디자인 퓨어 엑셀런스 퍼스트 에디션 6인승,디젤,201906,162739,9185,3400,15400,X
BMW,3시리즈 (F30) 320i M 스포츠,가솔린,201606,141789,1454,590,2240,X
BMW,7시리즈 (G70) 750e xDrive M 스포츠,가솔린+전기,202408,27000,11420,7351,15500,X
BMW,X7 (G07) xDrive 40i M 스포츠 6인승,가솔린,202506,7623,9185,3400,15400,X
BMW,3시리즈 (F30) 320i 럭셔리,가솔린,201807,77940,1454,590,2240,X
BMW,X6 (G06) M50i,가솔린,202206,14202,8222,5299,15400,X
BMW,7시리즈 (G11) 730d xDrive 디자인 퓨어 엑셀런스,디젤,202102,92757,4638,1959,7590,O
BMW,5시리즈 (G30) 530i 럭셔리 플러스,가솔린,201912,22841,3465,1650,5250,X
BMW,5시리즈 (F10) 523i,가솔린,201004,126783,1104,450,3333,X
BMW,6시리즈 GT (G32) 630d xDrive M 스포츠,디젤,202001,82261,4633,2349,6880,X
BMW,4시리즈 (F32) 420d xDrive 그란쿠페 비전 100 에디션,디젤,201704,126014,1934,759,2890,X
BMW,1시리즈 (E82) 120d 쿠페 스포츠,디젤,201202,220082,679,380,1320,X
BMW,4시리즈 (G22) 420i M 스포츠 컨버터블,가솔린,202107,63198,5128,3100,9908,X
BMW,X3 (G45) xDrive 20 M 스포츠 프로,가솔린,202502,10405,7496,4066,9150,O
BMW,X5 (G05) xDrive 50e M 스포츠,가솔린+전기,202501,49025,7516,5099,13344,X
BMW,6시리즈 (F12) 640d xDrive M 스포츠 그란쿠페,디젤,201610,117082,2122,890,4250,X
BMW,3시리즈 (G20) 320e M 스포츠,가솔린+전기,202203,36531,3362,2330,5690,X
BMW,X3 (G01) xDrive 30e M 스포츠 프로,가솔린+전기,202303,61780,4882,2650,9999,X
BMW,4시리즈 (F32) 420d xDrive 스포츠 그란쿠페,디젤,202002,72507,1934,759,2890,X
BMW,3시리즈 (G20) 320d 럭셔리,디젤,201904,109412,3362,2330,5690,X
BMW,7시리즈 (G11) 740Li xDrive M 스포츠,가솔린,201909,95111,4638,1959,7590,X
BMW,1시리즈 (F40) 118d M 스포츠,디젤,202106,96231,2720,1680,4889,O
BMW,5시리즈 (F10) 535d,디젤,201102,163355,1104,450,3333,O
BMW,7시리즈 728iL E38,가솔린,200107,275475,1322,380,5000,X
BMW,3시리즈 GT (F34) GT 320d 럭셔리,디젤,201812,40372,1926,700,8989,X
BMW,7시리즈 (G11) 730d xDrive M 스포츠,디젤,202001,96439,4638,1959,7590,X
BMW,5시리즈 520i E34,가솔린,199508,204613,2851,599,5600,X
BMW,X4 (F26) xDrive20d,디젤,201704,181015,1843,799,2699,X
BMW,7시리즈 (F01) 750Li,가솔린,201006,92281,1042,349,1950,X
BMW,5시리즈 (G30) M550d xDrive,디젤,201803,169611,3465,1650,5250,O
BMW,X6 (F16) xDrive 30d,디젤,201807,187436,2961,1550,9999,X
BMW,6시리즈 GT (G32) 640i xDrive 럭셔리,가솔린,201805,88081,4633,2349,6880,X
BMW,7시리즈 (G11) 740d xDrive M 스포츠,디젤,201708,204427,4638,1959,7590,X
BMW,3시리즈 (G20) 330e 럭셔리,가솔린+전기,202106,47989,3362,2330,5690,X
BMW,X4 (G02) xDrive20i M 스포츠,가솔린,202208,26509,5108,3250,8190,X
BMW,5시리즈 (F10) 528i xDrive,가솔린,201305,126061,1104,450,3333,X
BMW,X3 (G01) xDrive 30e M 스포츠,가솔린+전기,202402,19761,4882,2650,9999,X
BMW,X6 (E71) 40d,디젤,201210,126809,1208,599,1999,O
BMW,X1 (F48) xDrive 18d,디젤,201606,129702,3025,1370,9999,O
BMW,3시리즈 (F30) 320d xDrive,디젤,201611,131635,1454,590,2240,X
BMW,7시리즈 (G70) 740i sDrive M 스포츠,가솔린,202310,24580,11420,7351,15500,X
BMW,7시리즈 (G70) 740d xDrive 디자인 퓨어 엑셀런스,디젤,202306,70600,11420,7351,15500,X
BMW,X3 (G45) xDrive 20,가솔린,202504,15340,7496,4066,9150,X
BMW,3시리즈 GT (F34) GT 320d xDrive 프리미엄,디젤,202006,62763,1926,700,8989,X
BMW,M6 (F12) M6 쿠페,가솔린,201610,66416,3812,2299,4979,O
BMW,7시리즈 (G11) 740Ld xDrive,디젤,201609,133726,4638,1959,7590,X
BMW,8시리즈 850Ci E31,가솔린,199112,136051,4900,4900,4900,X
BMW,3시리즈 (F30) 320i 스포츠,가솔린,201207,127435,1454,590,2240,O
BMW,4시리즈 (G22) M440i xDrive 쿠페,가솔린,202311,22427,5128,3100,9908,X
BMW,M2 (G87) M2 쿠페,가솔린,202403,74859,8071,6326,11000,X
BMW,3시리즈 (E90) 320i 세단,가솔린,201012,101897,658,240,1350,O
BMW,5시리즈 (G30) 530i xDrive 럭셔리 플러스,가솔린,201809,211646,3465,1650,5250,X
BMW,5시리즈 (F10) M550d xDrive 에어로 다이나믹,디젤,201512,133263,1104,450,3333,X
BMW,7시리즈 (G11) 730Ld xDrive M 스포츠,디젤,201804,149876,4638,1959,7590,O
BMW,X3 (F25) xDrive 20d M 에어로다이나믹,디젤,201609,110534,1341,350,2330,X
BMW,4시리즈 (F32) 428i M 스포츠 컨버터블,가솔린,201705,121259,1934,759,2890,X
BMW,X7 (G07) xDrive 40i 디자인 퓨어 엑셀런스 7인승,가솔린,202012,25093,9185,3400,15400,X
BMW,5시리즈 (G30) M550i xDrive,가솔린,202309,24474,3465,1650,5250,X
벤츠,E-클래스 W213 E200 아방가르드,가솔린,201803,132026,3428,1739,5916,X
벤츠,CLS-클래스 C257 AMG CLS53 4MATIC+,가솔린,202011,42186,4732,2720,8927,X
벤츠,GLC-클래스 X253 AMG GLC43 4MATIC 쿠페,가솔린,202206,72936,4263,1700,8240,O
벤츠,E-클래스 W213 E350 4MATIC 아방가르드,가솔린,202101,35792,3428,1739,5916,X
벤츠,C-클래스 W206 C300 4MATIC AMG Line,가솔린,202302,46147,4945,3600,9999,X
벤츠,E-클래스 W214 E300 4MATIC AMG Line,가솔린,202504,14306,6832,3090,12000,X
벤츠,S-클래스 W223 마이바흐 S580 4MATIC,가솔린,202201,98327,11258,6400,30670,X
벤츠,CLS-클래스 C257 CLS400d 4MATIC AMG Line,디젤,201811,87270,4732,2720,8927,O
벤츠,S-클래스 W222 S500L,가솔린,201502,146972,4026,1890,8800,X
벤츠,E-클래스 W213 E220d 아방가르드,디젤,201610,61892,3428,1739,5916,X
벤츠,A-클래스 W177 A250 4MATIC 세단,가솔린,202006,51999,2855,1510,4299,X
벤츠,A-클래스 W176 A200,가솔린,201803,72740,1663,520,8888,X
벤츠,C-클래스 W205 C200 AMG Line,가솔린,201611,87366,2257,1050,4600,O
벤츠,GLC-클래스 X253 GLC220 d 4MATIC,디젤,202103,68745,4263,1700,8240,X
벤츠,S-클래스 W223 S500L 4MATIC,가솔린,202106,64688,11258,6400,30670,O
벤츠,GLE-클래스 W167 GLE400e 4MATIC 쿠페,가솔린+전기,202403,27743,11412,5490,77777,X
벤츠,GLC-클래스 X253 GLC300e 4MATIC 쿠페,가솔린+전기,202012,48923,4263,1700,8240,X
벤츠,CLS-클래스 W218 CLS250 d 4MATIC,디젤,201604,150136,1954,680,4300,X
벤츠,S-클래스 W222 S350 d 4MATIC,디젤,201606,87667,4026,1890,8800,X
벤츠,S-클래스 W223 S500 4MATIC,가솔린,202402,25000,11258,6400,30670,X
벤츠,뉴 SL-클래스 SL550 R230,가솔린,200808,112146,4086,1500,5700,X
벤츠,S-클래스 W222 S63 AMG 4MATIC+,가솔린,202003,146460,4026,1890,8800,X
벤츠,C-클래스 W206 C300 AMG Line,가솔린,202206,40201,4945,3600,9999,X
벤츠,CLA-클래스 C117 CLA45 AMG 4MATIC,가솔린,201602,44797,1497,789,2750,X
벤츠,G-클래스 W463 G500,가솔린,200312,140102,8882,4630,37500,X
벤츠,GLC-클래스 X253 GLC300 4MATIC,가솔린,201910,103353,4263,1700,8240,X
벤츠,E-클래스 W212 E300 엘레강스,가솔린,201211,35459,1038,409,2299,X
벤츠,M-클래스 W164 ML350 익스클루시브,가솔린,200907,212611,739,370,1350,X
벤츠,E-클래스 W214 E300 4MATIC 익스클루시브,가솔린,202502,22574,6832,3090,12000,X
벤츠,S-클래스 W222 마이바흐 S500 4MATIC,가솔린,201604,215000,4026,1890,8800,O
벤츠,GLE-클래스 W167 GLE450 4MATIC,가솔린,202509,5700,11412,5490,77777,X
벤츠,S-클래스 W222 S500L 4MATIC,가솔린,201404,272935,4026,1890,8800,X
벤츠,GLS-클래스 X167 GLS400d 4MATIC,디젤,202207,76286,12253,6860,26500,O
벤츠,GLC-클래스 X253 GLC300e 4MATIC,가솔린+전기,202012,52282,4263,1700,8240,X
벤츠,E-클래스 W213 E300 아방가르드 인텔리전트 드라이브,가솔린,201703,52341,3428,1739,5916,X
벤츠,A-클래스 W176 A45 AMG 4MATIC,가솔린,201803,103643,1663,520,8888,O
벤츠,GLC-클래스 X253 AMG GLC63 S 4MATIC+ 쿠페,가솔린,201911,87032,4263,1700,8240,X
벤츠,B-클래스 W245 B200,가솔린,200802,164120,393,250,700,X
벤츠,E-클래스 W212 E350 카브리올레,가솔린,201206,134337,1038,409,2299,X
벤츠,E-클래스 W212 E250 CDI 4MATIC,디젤,201312,200148,1038,409,2299,X
벤츠,G-클래스 W463 G63 AMG,가솔린,201605,83965,8882,4630,37500,X
벤츠,GLC-클래스 X253 GLC220 d 4MATIC 프리미엄,디젤,201609,43198,4263,1700,8240,X
벤츠,GLE-클래스 W167 GLE350e 4MATIC,가솔린+전기,202110,97068,11412,5490,77777,X
벤츠,GLK-클래스 X204 GLK220 CDI,디젤,201410,143327,1130,399,2200,X
벤츠,CLA-클래스 C117 CLA250 4MATIC AMG Line,가솔린,201708,115928,1497,789,2750,X
벤츠,E-클래스 W213 E53 AMG 4MATIC+ 쿠페,가솔린,202110,61100,3428,1739,5916,X
벤츠,C-클래스 W206 C200 4MATIC 아방가르드,가솔린,202205,23876,4945,3600,9999,O
벤츠,GLC-클래스 X254 GLC220 d 4MATIC,디젤,202308,50922,7039,4996,8555,X
벤츠,GLE-클래스 W167 GLE450 4MATIC 쿠페,가솔린,202509,16,11412,5490,77777,X
벤츠,E-클래스 W214 AMG E53e 4MATIC+,가솔린+전기,202504,7648,6832,3090,12000,X
벤츠,S-클래스 W222 S400L 4MATIC,가솔린,201605,96647,4026,1890,8800,X
